Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
2848,Data Entry,Fiverr,Expert,Europe,PayPal,88,1146.52,68.31,96.19,3.88,60,Hourly,53.41,121.99
2849,Data Entry,Fiverr,Expert,Europe,PayPal,109,9908.52,59.47,76.57,3.59,20,Fixed,56.67,234.72
2850,Graphic Design,Fiverr,Expert,Canada,Mobile Banking,293,1054.53,41.28,62.43,4.42,61,Hourly,10.45,453.69
2851,Graphic Design,Fiverr,Intermediate,Europe,Mobile Banking,11,5832.67,44.9,83.11,3.25,70,Hourly,22.52,241.18
2852,Customer Support,Fiverr,Intermediate,Australia,Crypto,153,885.13,79.94,73.45,3.66,25,Hourly,79.32,416.54
2853,Graphic Design,PeoplePerHour,Beginner,Canada,PayPal,170,2984.62,95.48,73.32,4.61,84,Fixed,62.71,471.69
2854,Web Development,Toptal,Beginner,UK,PayPal,293,3763.25,25.1,76.76,4.57,54,Fixed,16.59,227.49
2855,Data Entry,Toptal,Intermediate,Asia,Crypto,182,9247.58,26.2,79.52,4.5,85,Hourly,47.25,240.56
2856,Graphic Design,Toptal,Intermediate,UK,PayPal,86,6665.03,65.33,99.0,4.17,48,Hourly,35.01,189.37
2857,Data Entry,Fiverr,Beginner,Middle East,Bank Transfer,138,3351.72,60.8,65.96,3.59,71,Hourly,31.8,9.0
2858,Digital Marketing,Toptal,Beginner,Europe,Mobile Banking,204,3479.25,44.95,87.82,4.1,42,Fixed,19.02,434.02
2859,Data Entry,Fiverr,Expert,Europe,Mobile Banking,138,1102.13,83.03,67.95,3.98,73,Fixed,43.83,177.32
2860,App Development,Toptal,Expert,Middle East,Mobile Banking,178,4003.89,40.06,97.55,4.09,21,Hourly,16.8,132.91
2861,Web Development,PeoplePerHour,Intermediate,Europe,Mobile Banking,193,4415.6,8.34,83.26,4.07,89,Fixed,57.67,9.0
2862,App Development,Fiverr,Expert,Middle East,Mobile Banking,132,3292.98,95.87,55.47,4.96,63,Hourly,43.16,389.31
2863,Graphic Design,Upwork,Intermediate,Canada,Bank Transfer,157,4273.54,53.62,78.05,3.53,23,Hourly,61.46,90.22
2864,Graphic Design,Toptal,Expert,UK,Mobile Banking,82,4122.61,66.26,61.97,3.71,64,Hourly,27.47,432.43
2865,Content Writing,PeoplePerHour,Intermediate,Australia,Bank Transfer,63,8579.68,35.96,68.99,3.71,46,Hourly,79.32,181.75
2866,SEO,Upwork,Beginner,Europe,Bank Transfer,165,4261.19,37.29,72.18,3.59,61,Hourly,33.96,187.46
2867,Graphic Design,Fiverr,Intermediate,UK,Bank Transfer,11,6405.36,45.85,86.37,4.45,22,Hourly,64.33,440.64
2868,SEO,PeoplePerHour,Beginner,Canada,Mobile Banking,117,2993.98,50.03,88.79,4.6,80,Hourly,53.38,57.2
2869,Data Entry,Upwork,Beginner,UK,Mobile Banking,167,9024.75,47.46,72.82,4.3,30,Hourly,23.56,437.18
2870,Customer Support,PeoplePerHour,Intermediate,Europe,PayPal,209,4807.64,26.06,76.44,4.08,47,Fixed,64.29,348.48
2871,SEO,Upwork,Expert,Europe,Crypto,234,3901.11,55.05,91.2,4.59,27,Hourly,47.72,169.75
2872,Graphic Design,Fiverr,Beginner,Australia,Crypto,78,3014.98,36.85,70.75,3.89,55,Hourly,48.87,225.53
2873,Data Entry,PeoplePerHour,Intermediate,UK,Bank Transfer,222,7671.55,71.84,71.36,4.04,74,Fixed,51.11,162.83
2874,Content Writing,Fiverr,Expert,UK,Bank Transfer,230,2786.21,93.59,88.13,3.6,48,Hourly,30.42,419.5
2875,Graphic Design,Upwork,Expert,USA,Bank Transfer,11,359.29,77.37,61.76,3.61,57,Fixed,10.45,115.96
2876,Graphic Design,Fiverr,Expert,Middle East,Mobile Banking,59,1443.14,88.7,62.35,3.37,58,Hourly,63.34,171.22
2877,SEO,Upwork,Expert,Canada,Bank Transfer,148,3261.92,78.46,78.24,3.04,70,Fixed,20.93,366.61
2878,Content Writing,Toptal,Expert,USA,Crypto,159,2174.46,79.17,56.9,4.58,67,Fixed,58.64,386.26
2879,Customer Support,Fiverr,Beginner,Australia,PayPal,145,7549.99,24.59,67.69,3.79,48,Hourly,48.48,225.93
2880,SEO,Freelancer,Intermediate,Asia,Bank Transfer,161,116.0,97.17,92.97,3.89,80,Hourly,14.33,124.47
2881,Customer Support,Fiverr,Expert,Canada,Crypto,237,1601.08,44.79,77.51,3.4,50,Hourly,52.02,466.01
2882,Data Entry,Upwork,Beginner,UK,Mobile Banking,132,2860.0,32.69,90.67,3.37,80,Fixed,34.65,212.11
2883,Data Entry,Freelancer,Expert,UK,Crypto,177,9911.0,31.03,89.2,3.27,40,Fixed,35.54,341.04
2884,App Development,Freelancer,Expert,Europe,Crypto,263,8718.09,48.82,53.94,3.81,19,Hourly,37.56,141.19
2885,Data Entry,Upwork,Expert,Middle East,Bank Transfer,180,9911.0,72.23,96.06,4.07,10,Fixed,12.68,335.47
2886,Content Writing,PeoplePerHour,Expert,Australia,Crypto,273,116.0,79.82,67.09,4.96,64,Fixed,42.35,419.87
2887,Customer Support,Toptal,Beginner,Asia,Crypto,90,5141.58,42.5,92.73,3.89,89,Hourly,39.04,396.18
2888,SEO,Freelancer,Expert,UK,Bank Transfer,150,8801.99,70.95,68.58,3.82,50,Fixed,67.24,295.28
2889,Graphic Design,PeoplePerHour,Expert,UK,Crypto,130,8905.8,12.02,99.34,4.97,69,Fixed,73.14,119.05
2890,Graphic Design,Upwork,Expert,Asia,Bank Transfer,37,3579.3,99.83,99.34,3.29,76,Fixed,33.14,386.76
2891,SEO,Upwork,Intermediate,Middle East,Crypto,59,9515.84,76.42,62.61,4.5,55,Fixed,27.6,21.41
2892,Customer Support,Fiverr,Intermediate,UK,PayPal,138,6789.08,79.51,85.09,4.21,35,Hourly,12.6,300.46
2893,Web Development,Toptal,Beginner,USA,PayPal,161,3500.87,67.16,65.88,3.5,68,Hourly,37.78,177.14
2894,Digital Marketing,PeoplePerHour,Expert,Europe,Mobile Banking,173,649.91,31.1,60.53,4.18,38,Fixed,34.81,361.47
2895,Customer Support,Freelancer,Beginner,Europe,PayPal,64,5066.42,28.91,86.3,3.98,39,Hourly,73.53,392.96
2896,Web Development,Upwork,Intermediate,Europe,Bank Transfer,256,8535.9,78.41,86.3,3.73,24,Hourly,62.58,339.33
2897,Web Development,Toptal,Expert,Australia,Mobile Banking,228,4385.22,42.01,73.05,3.79,23,Hourly,34.78,172.4
2898,Graphic Design,Toptal,Expert,Europe,Mobile Banking,185,116.0,81.67,65.21,3.78,66,Hourly,17.51,197.89
2899,SEO,Fiverr,Beginner,Asia,PayPal,121,7726.62,52.36,66.3,4.41,52,Fixed,10.45,37.81
2900,Content Writing,Fiverr,Beginner,Middle East,PayPal,213,6095.65,19.13,63.84,3.37,34,Hourly,55.26,420.19
2901,Data Entry,Upwork,Beginner,Australia,Mobile Banking,190,6653.17,61.6,75.58,4.31,72,Fixed,62.86,186.93
2902,Web Development,Fiverr,Beginner,UK,Crypto,80,8465.84,62.53,64.76,3.32,37,Fixed,45.41,316.76
2903,Graphic Design,Toptal,Beginner,Canada,PayPal,11,4435.29,54.92,75.56,3.44,12,Fixed,47.21,233.17
2904,Web Development,Fiverr,Intermediate,Australia,Crypto,158,5350.74,87.01,63.9,4.28,60,Hourly,79.32,440.55
2905,App Development,Upwork,Intermediate,Middle East,Mobile Banking,162,7321.6,8.54,95.18,3.04,53,Fixed,50.26,392.22
2906,Web Development,Fiverr,Beginner,UK,PayPal,247,3566.54,29.75,87.13,3.46,11,Hourly,33.03,51.1
2907,Graphic Design,Fiverr,Intermediate,Canada,Crypto,114,3718.16,69.8,66.67,4.27,66,Fixed,34.4,128.75
2908,Data Entry,Freelancer,Beginner,Canada,Crypto,68,4377.71,32.12,78.17,3.31,1,Hourly,38.76,241.99
2909,Graphic Design,Upwork,Beginner,Asia,Bank Transfer,123,4762.71,50.29,92.03,3.64,88,Hourly,54.75,195.62
2910,Data Entry,Upwork,Intermediate,Australia,Crypto,190,7298.35,59.42,74.3,3.73,35,Fixed,68.36,76.17
2911,Graphic Design,Upwork,Intermediate,Canada,Bank Transfer,174,5034.03,17.11,67.41,4.3,66,Fixed,37.78,70.23
2912,Web Development,Toptal,Beginner,Middle East,Crypto,189,5722.95,83.12,90.75,3.84,69,Fixed,50.76,432.27
2913,Data Entry,Toptal,Beginner,Canada,PayPal,97,6723.14,8.34,76.01,4.73,71,Fixed,36.69,373.3
2914,Customer Support,Toptal,Expert,USA,Bank Transfer,268,8931.12,49.22,73.5,3.04,54,Fixed,56.81,181.9
2915,Content Writing,Freelancer,Intermediate,USA,Mobile Banking,241,6781.09,11.29,67.13,3.99,41,Fixed,45.71,296.9
2916,SEO,Upwork,Beginner,Europe,Bank Transfer,209,9911.0,32.29,73.32,3.46,50,Hourly,51.65,99.82
2917,Data Entry,PeoplePerHour,Expert,Australia,Mobile Banking,57,3591.42,21.91,99.34,4.04,54,Fixed,44.19,51.26
2918,Data Entry,Upwork,Expert,Europe,Crypto,80,8958.14,16.32,79.78,4.52,88,Fixed,41.46,267.25
2919,Digital Marketing,Freelancer,Intermediate,USA,Crypto,169,1828.65,99.83,91.16,3.87,51,Fixed,27.86,390.88
2920,Web Development,Toptal,Intermediate,USA,Bank Transfer,38,7175.7,83.48,81.68,3.31,67,Fixed,29.16,174.14
2921,Web Development,Upwork,Intermediate,Australia,PayPal,120,4882.34,74.0,68.89,3.08,50,Hourly,55.63,397.45
2922,App Development,PeoplePerHour,Expert,Asia,Crypto,284,7331.67,40.9,68.96,4.56,50,Fixed,10.45,327.89
2923,Web Development,Upwork,Beginner,Canada,Crypto,225,116.0,16.64,77.52,4.34,56,Fixed,55.78,284.43
2924,Graphic Design,PeoplePerHour,Expert,UK,PayPal,157,2788.42,96.17,62.52,3.3,74,Fixed,25.93,45.07
2925,Graphic Design,Toptal,Expert,Canada,PayPal,157,2357.15,18.32,68.67,4.28,51,Fixed,42.1,209.08
2926,SEO,Toptal,Expert,UK,Crypto,164,6309.03,8.34,70.62,3.04,64,Hourly,55.23,114.9
2927,App Development,Upwork,Beginner,Europe,Crypto,111,9911.0,47.33,76.84,3.51,41,Fixed,47.81,148.51
2928,SEO,PeoplePerHour,Intermediate,Australia,Bank Transfer,264,5790.82,32.57,70.67,4.42,22,Fixed,48.35,128.89
2929,Data Entry,Fiverr,Expert,Europe,Bank Transfer,85,2477.01,77.87,50.28,4.39,26,Fixed,79.32,265.51
2930,Web Development,Fiverr,Intermediate,UK,Bank Transfer,130,3835.4,99.83,91.05,4.18,80,Fixed,32.92,276.07
2931,Graphic Design,Upwork,Expert,Europe,Bank Transfer,211,5247.19,53.51,71.92,3.63,53,Hourly,33.37,206.84
2932,Web Development,Upwork,Intermediate,USA,Mobile Banking,214,7947.2,51.17,82.36,4.11,39,Hourly,11.28,380.4
2933,Web Development,Fiverr,Intermediate,USA,PayPal,100,2179.05,40.97,74.44,3.04,54,Hourly,14.7,408.14
2934,SEO,Fiverr,Expert,Australia,PayPal,241,8868.83,51.99,65.47,3.14,71,Hourly,14.15,9.0
2935,Content Writing,Toptal,Beginner,Australia,PayPal,274,2146.01,99.83,83.8,4.05,21,Fixed,38.24,181.23
2936,Web Development,Freelancer,Expert,Asia,Bank Transfer,124,116.0,8.34,58.45,4.32,60,Hourly,50.77,9.0
2937,SEO,PeoplePerHour,Expert,Australia,PayPal,187,9243.85,74.71,61.22,3.82,82,Hourly,52.65,211.44
2938,Content Writing,Upwork,Expert,Asia,Mobile Banking,213,5179.86,34.68,77.75,4.99,89,Fixed,68.87,124.55
2939,Data Entry,PeoplePerHour,Expert,Europe,Bank Transfer,99,7039.85,53.78,80.34,4.07,26,Fixed,53.94,366.96
2940,SEO,PeoplePerHour,Intermediate,Canada,PayPal,146,1111.9,39.76,66.05,3.91,46,Hourly,61.74,249.08
2941,Web Development,Fiverr,Intermediate,Australia,Bank Transfer,191,6844.2,55.9,73.86,5.0,67,Fixed,23.71,87.83
2942,Web Development,Upwork,Expert,Canada,Bank Transfer,150,5194.83,18.87,85.68,3.44,88,Hourly,52.78,9.0
2943,SEO,Toptal,Beginner,Middle East,PayPal,276,3627.79,99.83,78.24,4.13,43,Fixed,55.48,478.79
2944,Web Development,Upwork,Expert,Middle East,Crypto,32,3905.37,32.31,76.97,4.11,75,Fixed,63.87,208.34
2945,Content Writing,Freelancer,Beginner,USA,Bank Transfer,95,5792.65,88.17,72.27,4.49,78,Hourly,24.13,246.75
2946,Web Development,Upwork,Expert,Middle East,PayPal,166,8179.32,47.13,63.11,4.43,31,Hourly,35.0,287.11
2947,Graphic Design,Freelancer,Expert,Canada,Mobile Banking,293,3588.21,11.97,68.97,3.36,70,Hourly,18.43,305.87
2948,SEO,Freelancer,Intermediate,UK,PayPal,137,8988.72,57.03,79.89,5.0,80,Hourly,54.75,496.0
2949,Web Development,Upwork,Intermediate,UK,Mobile Banking,169,116.0,95.01,62.96,3.04,38,Hourly,28.35,191.34
2950,Content Writing,PeoplePerHour,Expert,UK,Bank Transfer,181,9911.0,15.89,52.18,3.04,44,Fixed,26.3,455.03
2951,Data Entry,Fiverr,Expert,Australia,Mobile Banking,219,1237.04,53.13,89.0,3.91,15,Fixed,10.45,399.06
2952,Digital Marketing,Freelancer,Beginner,Asia,Crypto,194,9911.0,19.53,78.79,4.41,45,Fixed,24.78,150.24
2953,Web Development,Fiverr,Expert,Europe,Crypto,134,2700.06,33.63,77.89,4.25,21,Hourly,29.67,158.37
2954,Data Entry,Fiverr,Expert,Canada,Bank Transfer,75,6358.88,22.83,50.28,4.4,76,Fixed,42.53,206.52
2955,App Development,Toptal,Intermediate,UK,PayPal,104,7215.0,24.29,68.55,3.78,89,Fixed,10.45,9.0
2956,SEO,Toptal,Beginner,Europe,Bank Transfer,142,4555.2,11.75,62.77,3.92,53,Hourly,49.83,9.0
2957,SEO,Freelancer,Intermediate,Middle East,Mobile Banking,115,6487.15,69.76,76.31,3.8,24,Fixed,65.13,155.38
2958,App Development,Fiverr,Beginner,Europe,Bank Transfer,243,9911.0,16.27,91.21,3.92,52,Fixed,52.67,250.11
2959,Web Development,Toptal,Expert,USA,Crypto,293,6144.3,13.85,80.33,4.05,28,Hourly,32.11,331.33
2960,Data Entry,Freelancer,Expert,Canada,PayPal,164,7712.68,50.7,69.04,3.04,48,Fixed,37.29,496.0
2961,Customer Support,Fiverr,Beginner,Australia,Mobile Banking,163,6958.41,20.57,66.55,3.32,60,Fixed,54.55,194.43
2962,SEO,Toptal,Expert,Middle East,PayPal,158,1899.65,66.07,65.58,3.89,70,Hourly,46.69,370.56
2963,Digital Marketing,Toptal,Beginner,Asia,Bank Transfer,90,6585.67,83.01,80.3,4.64,53,Fixed,21.79,95.68
2964,Graphic Design,Fiverr,Intermediate,Middle East,Bank Transfer,73,4528.06,28.37,99.14,5.0,40,Hourly,53.27,129.63
2965,App Development,Toptal,Intermediate,USA,PayPal,133,1642.59,99.19,67.29,4.73,6,Fixed,64.59,9.0
2966,SEO,Upwork,Intermediate,Middle East,PayPal,217,6888.02,46.72,66.65,4.71,4,Fixed,12.27,453.01
2967,App Development,Fiverr,Intermediate,USA,Crypto,216,8217.84,62.94,85.52,3.15,33,Fixed,39.68,430.06
2968,Data Entry,Fiverr,Expert,UK,Crypto,229,2526.56,68.53,74.92,4.71,65,Fixed,62.38,51.82
2969,Web Development,Toptal,Expert,UK,Bank Transfer,204,116.0,46.61,75.81,3.28,58,Fixed,19.03,496.0
2970,Graphic Design,Upwork,Intermediate,UK,Crypto,168,4475.75,49.89,86.91,4.13,89,Fixed,31.26,462.71
2971,App Development,PeoplePerHour,Expert,Middle East,Crypto,99,2294.6,44.5,97.61,3.75,33,Fixed,44.43,58.28
2972,Customer Support,PeoplePerHour,Beginner,Middle East,PayPal,140,8229.46,41.5,80.5,3.04,24,Hourly,44.39,235.56
2973,Content Writing,Freelancer,Expert,Australia,Bank Transfer,205,2077.31,62.35,60.34,3.68,45,Hourly,27.92,197.38
2974,Customer Support,Toptal,Expert,Middle East,Bank Transfer,230,1231.6,98.42,63.37,3.9,50,Fixed,45.36,416.77
2975,SEO,Upwork,Expert,Europe,PayPal,142,7176.67,61.7,93.64,4.4,75,Hourly,57.33,99.78
2976,Data Entry,Fiverr,Beginner,Europe,Crypto,11,5786.62,65.4,76.31,3.51,70,Hourly,18.96,318.2
2977,Graphic Design,Upwork,Beginner,Middle East,Crypto,94,7410.43,84.9,78.83,3.33,55,Hourly,51.62,238.82
2978,Data Entry,PeoplePerHour,Expert,Europe,Crypto,167,9911.0,99.83,66.49,3.22,78,Fixed,29.95,129.77
2979,Content Writing,Toptal,Beginner,Europe,Crypto,271,506.83,87.51,65.58,3.04,35,Fixed,26.53,314.81
2980,App Development,PeoplePerHour,Expert,Asia,Bank Transfer,216,5572.27,89.33,77.77,3.44,27,Hourly,36.51,496.0
2981,Graphic Design,Fiverr,Intermediate,UK,Bank Transfer,11,8458.9,63.7,59.56,4.29,50,Hourly,32.84,346.71
2982,Digital Marketing,Freelancer,Beginner,USA,Crypto,293,9911.0,32.74,77.66,3.38,28,Fixed,23.91,149.66
2983,Graphic Design,Freelancer,Intermediate,Europe,Bank Transfer,233,4320.48,97.55,69.6,4.15,39,Hourly,36.3,182.64
2984,Content Writing,Fiverr,Beginner,UK,Mobile Banking,81,7990.13,64.57,61.62,4.43,33,Hourly,43.71,293.97
2985,Customer Support,Upwork,Expert,Europe,PayPal,178,7350.74,62.79,65.4,3.67,36,Fixed,32.94,262.66
2986,Data Entry,PeoplePerHour,Beginner,Asia,Mobile Banking,50,5237.93,70.02,69.71,4.73,12,Fixed,48.53,455.52
2987,Data Entry,Toptal,Expert,Australia,Crypto,30,6643.95,75.53,75.39,3.9,40,Fixed,20.32,277.38
2988,Graphic Design,Toptal,Beginner,Asia,Mobile Banking,236,6592.48,29.96,75.73,3.69,77,Hourly,14.43,258.98
2989,Content Writing,Upwork,Expert,USA,Bank Transfer,139,2298.14,54.83,59.78,3.52,51,Fixed,67.97,296.77
2990,Digital Marketing,PeoplePerHour,Beginner,UK,Mobile Banking,187,5355.58,49.32,73.78,4.85,71,Fixed,64.3,68.1
2991,App Development,Fiverr,Intermediate,Australia,Crypto,194,6928.19,15.51,59.3,3.04,26,Fixed,42.93,9.0
2992,Customer Support,PeoplePerHour,Expert,Australia,Crypto,192,816.16,66.78,54.2,4.8,52,Hourly,45.31,235.54
2993,Content Writing,Fiverr,Intermediate,UK,Crypto,11,2792.14,77.86,52.56,5.0,56,Fixed,42.53,140.24
2994,Web Development,Fiverr,Beginner,USA,Mobile Banking,124,1559.65,55.52,71.12,4.28,33,Fixed,49.38,298.12
2995,App Development,Freelancer,Intermediate,Canada,PayPal,152,9911.0,31.8,53.23,3.71,42,Fixed,12.1,235.1
2996,Digital Marketing,Toptal,Expert,UK,PayPal,277,5095.88,88.62,53.38,3.96,1,Fixed,33.54,39.35
2997,Content Writing,Upwork,Beginner,Canada,PayPal,143,5451.83,76.83,64.91,3.63,55,Hourly,31.49,143.65
2998,Web Development,Freelancer,Intermediate,Europe,Bank Transfer,190,6649.38,69.49,71.29,3.69,61,Hourly,40.05,307.04
2999,Graphic Design,Freelancer,Beginner,USA,Bank Transfer,98,7838.28,46.84,50.28,4.25,60,Hourly,61.93,327.3
3000,SEO,Fiverr,Beginner,Europe,Crypto,15,3158.55,44.39,51.62,4.45,15,Fixed,64.23,284.68
3001,Graphic Design,Toptal,Intermediate,Australia,Crypto,147,8158.39,76.24,50.28,4.8,43,Hourly,64.12,123.29
3002,App Development,Toptal,Beginner,Canada,Bank Transfer,130,4906.11,33.84,67.21,3.29,86,Hourly,43.48,172.38
3003,Digital Marketing,Fiverr,Expert,Canada,Bank Transfer,180,3267.61,49.16,78.68,3.83,77,Fixed,32.05,154.79
3004,SEO,Fiverr,Intermediate,Europe,Mobile Banking,188,9911.0,42.64,50.28,4.84,25,Hourly,77.65,281.4
3005,SEO,Fiverr,Intermediate,Asia,Crypto,18,116.0,97.18,78.72,3.96,64,Hourly,29.12,496.0
3006,Data Entry,Fiverr,Expert,Australia,Bank Transfer,173,2523.37,55.86,78.94,4.2,59,Hourly,10.45,266.63
3007,Web Development,PeoplePerHour,Beginner,Australia,Crypto,168,5693.54,20.25,85.93,4.92,65,Hourly,28.97,133.41
3008,Customer Support,Fiverr,Intermediate,UK,Crypto,293,9911.0,39.36,78.66,3.89,62,Hourly,79.32,365.11
3009,Web Development,Upwork,Beginner,Middle East,Mobile Banking,149,7551.22,23.78,76.79,3.48,41,Hourly,44.43,141.79
3010,Web Development,Fiverr,Expert,Europe,Bank Transfer,268,3177.05,8.34,74.22,3.5,1,Hourly,47.27,496.0
3011,App Development,Fiverr,Expert,Australia,Crypto,47,3171.18,47.77,81.31,3.79,88,Fixed,57.93,247.42
3012,Graphic Design,Toptal,Expert,Middle East,PayPal,179,1913.57,62.26,74.86,3.87,46,Fixed,54.17,181.49
3013,Content Writing,Upwork,Beginner,Canada,Mobile Banking,62,5678.8,41.31,55.39,3.41,71,Fixed,53.93,9.0
3014,Digital Marketing,PeoplePerHour,Beginner,Europe,Bank Transfer,102,4526.7,35.7,58.91,4.44,89,Hourly,73.91,359.96
3015,Graphic Design,Fiverr,Intermediate,Australia,Bank Transfer,208,9678.6,8.34,76.34,4.62,51,Hourly,35.92,346.38
3016,Data Entry,Freelancer,Beginner,Canada,Mobile Banking,66,6049.05,8.34,77.16,3.22,89,Hourly,58.28,211.26
3017,Customer Support,PeoplePerHour,Intermediate,Canada,Mobile Banking,69,6792.2,34.44,71.13,4.92,18,Hourly,18.27,408.65
3018,Graphic Design,Fiverr,Beginner,Middle East,Bank Transfer,205,8738.25,58.6,61.2,4.42,50,Fixed,17.37,307.05
3019,Graphic Design,Toptal,Beginner,Europe,Mobile Banking,83,116.0,59.37,77.29,3.63,63,Fixed,44.45,52.9
3020,SEO,Upwork,Beginner,Canada,Mobile Banking,293,298.62,28.39,50.28,3.71,45,Fixed,37.19,110.66
3021,Web Development,Fiverr,Beginner,USA,Mobile Banking,182,3100.03,52.52,81.25,4.71,86,Hourly,22.99,368.16
3022,Web Development,PeoplePerHour,Beginner,UK,Bank Transfer,109,8338.78,81.53,77.24,3.54,89,Hourly,11.87,286.42
3023,Data Entry,Fiverr,Intermediate,Asia,PayPal,130,3729.25,46.28,67.33,3.68,17,Fixed,40.0,434.75
3024,SEO,Upwork,Expert,Europe,PayPal,293,2576.32,30.87,66.94,3.46,22,Fixed,43.79,457.82
3025,Customer Support,Upwork,Beginner,Middle East,PayPal,184,8895.7,66.19,74.18,4.47,1,Hourly,79.32,409.86
3026,App Development,Fiverr,Intermediate,Canada,PayPal,251,3992.81,54.74,87.1,4.17,1,Fixed,11.71,335.21
3027,SEO,Freelancer,Beginner,Europe,Bank Transfer,95,5824.92,95.9,81.19,3.04,40,Hourly,28.07,84.08
3028,Web Development,Freelancer,Beginner,Australia,PayPal,237,3159.28,36.7,81.27,4.1,83,Hourly,48.13,9.0
3029,Data Entry,Upwork,Beginner,Australia,Bank Transfer,158,8707.7,19.73,78.34,4.39,59,Hourly,27.4,272.68
3030,Web Development,Freelancer,Expert,Asia,Crypto,69,4181.64,13.4,65.23,3.31,13,Fixed,50.01,219.74
3031,App Development,Toptal,Intermediate,Middle East,Crypto,69,8393.14,99.83,64.7,3.16,16,Hourly,33.52,61.67
3032,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,293,739.33,66.82,77.51,5.0,63,Hourly,44.63,279.05
3033,Content Writing,Toptal,Beginner,Middle East,Mobile Banking,243,116.0,68.13,62.6,3.4,45,Hourly,36.54,9.0
3034,App Development,Freelancer,Intermediate,UK,PayPal,293,2365.15,99.83,62.26,3.88,83,Fixed,25.48,243.33
3035,Graphic Design,Freelancer,Intermediate,Europe,Mobile Banking,118,6462.25,61.04,72.62,4.0,72,Fixed,61.26,9.0
3036,Graphic Design,Toptal,Intermediate,UK,Bank Transfer,122,116.0,49.8,94.05,3.17,73,Hourly,67.01,139.66
3037,Content Writing,PeoplePerHour,Expert,USA,Bank Transfer,237,4849.0,40.35,99.34,4.4,60,Hourly,44.74,420.09
3038,Graphic Design,Fiverr,Beginner,Europe,Mobile Banking,293,6038.32,84.08,79.5,3.04,70,Hourly,57.57,434.76
3039,App Development,Fiverr,Expert,Canada,Crypto,170,3650.43,23.62,81.2,3.91,59,Fixed,50.22,422.61
3040,Web Development,Upwork,Expert,Australia,Bank Transfer,146,3922.99,34.82,99.34,3.89,70,Hourly,55.87,239.45
3041,SEO,Fiverr,Beginner,Australia,PayPal,72,2121.8,45.64,99.34,3.69,65,Fixed,34.72,159.39
3042,App Development,Fiverr,Expert,Middle East,Bank Transfer,86,5400.57,30.98,87.99,3.79,69,Hourly,67.34,469.07
3043,SEO,Freelancer,Expert,Middle East,Bank Transfer,185,2668.06,68.65,74.81,3.89,80,Hourly,72.91,154.04
3044,Web Development,Fiverr,Beginner,Middle East,Mobile Banking,139,3952.92,30.05,79.52,3.17,46,Hourly,55.96,104.06
3045,Web Development,PeoplePerHour,Expert,Middle East,Bank Transfer,235,1223.24,43.7,62.57,4.3,22,Hourly,48.45,250.94
3046,Data Entry,Toptal,Intermediate,Canada,Crypto,91,4103.86,8.34,60.73,4.23,83,Fixed,77.37,302.43
3047,Customer Support,Freelancer,Intermediate,UK,Crypto,108,7007.46,74.62,74.39,4.76,35,Hourly,63.92,140.84
3048,Data Entry,Fiverr,Expert,UK,PayPal,81,5725.11,10.5,69.81,4.15,29,Fixed,51.25,182.66
3049,SEO,Fiverr,Expert,Middle East,Bank Transfer,71,2203.45,31.45,52.28,4.34,28,Hourly,60.18,48.76
3050,Web Development,Fiverr,Intermediate,Australia,Crypto,216,4875.0,18.7,55.81,4.68,34,Hourly,20.21,265.89
3051,Graphic Design,Fiverr,Expert,USA,PayPal,93,8060.11,46.28,83.75,4.06,20,Fixed,45.45,413.39
3052,Graphic Design,Fiverr,Expert,Australia,Bank Transfer,146,2024.15,78.14,81.14,4.31,65,Hourly,65.24,496.0
3053,Web Development,Fiverr,Intermediate,Australia,Mobile Banking,174,3568.47,66.46,74.72,3.63,46,Fixed,26.14,291.52
3054,Graphic Design,Fiverr,Expert,Europe,Crypto,115,3330.08,67.4,91.57,4.71,37,Hourly,27.97,386.59
3055,Customer Support,Fiverr,Beginner,USA,PayPal,221,7921.93,62.58,90.85,4.87,47,Hourly,48.57,84.59
3056,Web Development,Toptal,Intermediate,Canada,PayPal,228,1955.38,24.23,83.8,3.62,46,Hourly,47.63,169.43
3057,Data Entry,Fiverr,Expert,UK,PayPal,210,5143.1,55.68,86.73,5.0,73,Hourly,33.36,365.57
3058,SEO,Freelancer,Intermediate,Middle East,Crypto,283,8140.78,10.57,83.86,4.59,55,Hourly,56.13,112.14
3059,Content Writing,Fiverr,Intermediate,Middle East,Crypto,75,1843.2,53.13,68.96,5.0,18,Fixed,60.78,9.0
3060,Content Writing,Toptal,Expert,Europe,Bank Transfer,45,116.0,39.86,76.86,3.67,89,Fixed,55.22,90.41
3061,Graphic Design,Toptal,Intermediate,UK,Bank Transfer,252,5987.79,33.52,91.2,3.8,4,Fixed,20.79,339.73
3062,Graphic Design,PeoplePerHour,Beginner,Canada,PayPal,279,8439.54,38.93,85.7,4.38,36,Hourly,42.96,198.66
3063,Data Entry,Fiverr,Expert,Middle East,Bank Transfer,52,3912.24,37.2,82.41,3.57,59,Hourly,27.66,303.56
3064,App Development,Fiverr,Expert,UK,Mobile Banking,251,3045.63,8.34,61.81,3.95,81,Fixed,72.37,9.0
